identityLineItemId,lineItemUnblendedCost,lineItemUsageStartDate,lineItemUsageEndDate,lineItemLineItemType,lineItemResourceId
iugxpns6uka7yx5q5uxooqvzlehzkixuoawqk2fjizsuwu2ynbnq,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-002
hr7dev4aohwogroq34xg46efk7uuqbmkcsnjcgshdkfucjs54zra,0.864,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-001
wkletwgwq2ky436rkqpgukw7cp7tvdszmbetr2uphct7gqxlqzhq,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
3hzmp56mxhrg73oo4v6tqy7vh6jaengedccwawayfs2n5tjlszuq,5.784,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-002
v4s5sm6wrlpwuvrrc3ftqd7fodl3ktovb3xqngjcr2nndrk3cdiq,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-001
xe664andwbjlkasvbksaau7qc27szks26uyrps4pffpkex4gf34a,5.784,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-03-001
lbieknhbvs4ywduezna4huwhzgi3hvf2wijcevlwyhjkhbm4afdq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
v36x4hnm2zaww6l2hzmygb46m7s6z5tq3uemmzotwm2esflxjtta,11.52,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
rnmyz3vllx5sc2hkzw6geayc4uhwc6mmm2opsrsev7pu7qm44qza,13.74,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-002
l5q76x3h4jw7lo35sdha24lz2detbtuyi3nf6afd2m5dxdshia5a,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-002
afiqsbzag2fkxijt6rxvr6pmo6m426s367y74neembyqlhtvedca,4.122,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-001
2yhh34mrq2ivzt6ag7ezgxzzhdoxfwqa3kknsyil5w2kozv4ivdq,15.376,2023-07-06T00:00:00Z,2023-07-06T16:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-002
hix3iou5q6t5we4at67blwycgtzdkrjcka437lg3qnxg75f5vrnq,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-002
u74u2tn7cd7kzonxfywe5pws7ueh4zqu4yyuamxputbojmbt72ya,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-001
dubmw3m5sluub66cj7rucq6eshjs4twnsog5sn2y3pduvfs67geq,7.2,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-001
mib7ibz2fhlvnwpyr7adctfvkkvnxqyzrduauw273exq6am6xkpa,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-002
acdswjmddczjphnwsw3zm5xjtbjylq6nwfyeqqucbn3jcmrzskha,3.615,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
uf43huc565w635n37a4xxkolsv3qmpcu44r2oolyr6gxohtotd6a,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-03-001
zwp4677z6p52f7gklfx6xeqflqxnpmg4sjk4pxyi55pufllqw6aa,3.615,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002
jd4ayulvxo77ox7qdnbrzxg3psc5dkyeocjfb2kkish3cipzlbca,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
rnmyz3vllx5sc2hkzw6geayc4uhwc6mmm2opsrsev7pu7qm44qza,21.984,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-002
cfiaug2pk6q7jsjhikbxxodcl6jnp4egytm2g2qo542g6wqireja,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-001
jd4ayulvxo77ox7qdnbrzxg3psc5dkyeocjfb2kkish3cipzlbca,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
5yborlhmb2zxqza3pqzdw27fezdo5it6zw3hjie2qc4n4u2osg6a,12.168,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
hhzjxwp7mjue55hyl347dbcdwlln22ck7cbkqdwjygvzfb5f3ugq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-001
acdswjmddczjphnwsw3zm5xjtbjylq6nwfyeqqucbn3jcmrzskha,5.784,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
nj5lm5oh32klc3pyulgzr2mhkewb3wwrpmtensvvlpbkazrw543q,14.656,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-002
v36x4hnm2zaww6l2hzmygb46m7s6z5tq3uemmzotwm2esflxjtta,11.52,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
iocuyjhinuneybkevpdgrhhb6rcfafx6sfqjuwscpbs534ss52uq,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-003
b2fiksjxbjhgoszehvgnxduq2jwoy5hwkwlwffzackejpen6wtuq,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-002
7qgylwgyscdtsnbhli3toxuyallo7ccpv76qqkmg5gajjneukula,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-001
ird7ssjvumvwxjfu7maokx7hcz2jdyauzb4nk5guhhqwbzu7u4ma,13.454,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-002
5r6imijydtx2qasmtdhttsplkziekmqrfaveg5n77lo42fjvxxoa,6.72,2023-07-04T00:00:00Z,2023-07-04T14:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-002
fqv6vef2uc3acu6d5i5smta7n4atp6ythjrqpxb5qp5qdshgmdqa,9.61,2023-07-05T00:00:00Z,2023-07-05T10:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-002
dz2fjvffnhdy6hkh76a7c7coybkopo6ndc2d4hgaizlar6ifr2ya,9.61,2023-07-05T00:00:00Z,2023-07-05T10:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-002
w7zp4toeruq4aksxknclnnzrznwr4wmfrigsvhqjano5fyg2vh7q,4.8,2023-07-05T00:00:00Z,2023-07-05T10:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-001
7ejzdyqaiiw2a5cyb3i6p6hmae6tfgeawf2gsrobg4qugyyljctq,9.61,2023-07-05T00:00:00Z,2023-07-05T10:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-001
kb4e66vgz3bidmaqaial246taiqhrvozyz5rv5gzs6irps6ebpza,2.41,2023-07-05T00:00:00Z,2023-07-05T10:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-03-002
qjrk3m3qpvcxqbmzl6gcliwlugbenwjl52xrod3jaigdgrnkcjbq,5.784,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-01-002
w72pap2pcuhj5yryfhxmp6pf5akuxsbzpmkci5mpp5uurhaieuvq,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-06-002
tyaxpaefkfcicpoqo6rkglu4j5lkvb6vxn3at76xtgydmuuel4fa,5.784,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
7qgylwgyscdtsnbhli3toxuyallo7ccpv76qqkmg5gajjneukula,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-001
p26dvrjbisezrrlkodqefsiom3o6otcknp2q6p2hgcsfghrxs5hq,5.766,2023-07-06T00:00:00Z,2023-07-06T06:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-08-002
iugxpns6uka7yx5q5uxooqvzlehzkixuoawqk2fjizsuwu2ynbnq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-002
hwgote3tumasn5umjd5a5fgz7lkdlwyiqmdyfargiipl6nquhwua,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-002
uw7nucnae6etgbpbhxbwbyi4xoucojko4mbrozb7jffhhvj57kra,5.784,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-01-002
btjl3soi5qtuyrudgrj7fel7pstm3wc2qfx4rpk7zytnrh6koola,0.864,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-001
67axw4qdunlnftj3yaqhpqw2zemmflpz5scmkmysfge5ibdklyia,5.784,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-001
7iyoflgindefasmnf4fzdqoh6guyl7tqanghdekuhrditgj4ssya,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-002
zbhxgrdxwyrin4rhdgrrhut35fa5nxoox2gxd3icp7yzlaje4y4q,21.984,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-001
afiqsbzag2fkxijt6rxvr6pmo6m426s367y74neembyqlhtvedca,3.435,2023-07-02T03:00:00Z,2023-07-02T21:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-001
7ql3pcywsuos2ilucpjgu524rjwsqt5isc3vqn3mcitkfju3j6pa,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-002
u74u2tn7cd7kzonxfywe5pws7ueh4zqu4yyuamxputbojmbt72ya,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-001
fslclncdlslv2b647k37quosa2yogmgl3qq23ypws4sldousyfla,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-03-002
5gksv5s4dlgnl4cc47ot2p6ijqnivkfj4t3d4pa7nortvzzptqma,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-10-002
zorwf6yxr75n6zkme5bilm2ux42fs7zvid7zqa2uxlukk43u4osa,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-001
xbbx34i4au7bqqp5ovgim464e5qb6724nbolmrsdmwctbwb5z5ra,0.916,2023-07-02T18:00:00Z,2023-07-02T19:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-11-002
bvpbhwraiqwbgdjabrdwmklsi6vj65fovrbobyrww5x74ppnxmma,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-001
3hzmp56mxhrg73oo4v6tqy7vh6jaengedccwawayfs2n5tjlszuq,5.784,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-002
lbieknhbvs4ywduezna4huwhzgi3hvf2wijcevlwyhjkhbm4afdq,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
ir4ouhkc2qnfwexqp4guix4ftqmdb2ftlnm2anfpbqhszczvtrla,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-002
25ivymemwg6qco4swicfkpraj5ulhvs26shiir4kxtuoiwenmbnq,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-06-001
l5q76x3h4jw7lo35sdha24lz2detbtuyi3nf6afd2m5dxdshia5a,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-002
zorwf6yxr75n6zkme5bilm2ux42fs7zvid7zqa2uxlukk43u4osa,23.064,2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-001
gpn5i5y76errajswusrqmdqimj74unsuhzu26otrekcozo7lqz3q,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-001
d6pi5vwnjkhkv4bq3rot33g3bq4i4oapbpz5lpepifjedkl5qy6a,12.168,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-001
6w53imeqwajucl2lofg3rzqbg5t74sn6f6eqed3ey7egciybe7iq,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-06-002
ynce7qpj5bx2hox4phskeseaq3yelgprysgkmcfqernw5e6vlcya,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-001
kvmh4klxpsiztpkfi7jftujonpudiesu46p5stkvcxqp4hfljcia,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-001
zwp4677z6p52f7gklfx6xeqflqxnpmg4sjk4pxyi55pufllqw6aa,5.784,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002
67axw4qdunlnftj3yaqhpqw2zemmflpz5scmkmysfge5ibdklyia,5.784,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-001
afiqsbzag2fkxijt6rxvr6pmo6m426s367y74neembyqlhtvedca,3.893,2023-07-03T01:00:00Z,2023-07-04T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-001
acdswjmddczjphnwsw3zm5xjtbjylq6nwfyeqqucbn3jcmrzskha,5.784,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
6upaxfg5hv5iqiyfdiigswfflbm3u5oakyds4gyujt2qxsqpd6pa,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-06-002
iocuyjhinuneybkevpdgrhhb6rcfafx6sfqjuwscpbs534ss52uq,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-003
laeee7af2s56v4odtpol7a62hx2dh7c45bzb53dq6vlaxglmqlkq,23.064,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-002
d6pi5vwnjkhkv4bq3rot33g3bq4i4oapbpz5lpepifjedkl5qy6a,12.168,2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-001
6w53imeqwajucl2lofg3rzqbg5t74sn6f6eqed3ey7egciybe7iq,23.064,2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-06-002
uwsr7wnul5cllrarzojymzgx5rcuj3cj3wul37z6vxi4rfo56ela,23.064,2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-001
xbbx34i4au7bqqp5ovgim464e5qb6724nbolmrsdmwctbwb5z5ra,0.916,2023-07-04T14:00:00Z,2023-07-04T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-11-002
acdswjmddczjphnwsw3zm5xjtbjylq6nwfyeqqucbn3jcmrzskha,5.784,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
cfiaug2pk6q7jsjhikbxxodcl6jnp4egytm2g2qo542g6wqireja,14.415,2023-07-06T00:00:00Z,2023-07-06T15:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-001
zorwf6yxr75n6zkme5bilm2ux42fs7zvid7zqa2uxlukk43u4osa,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-001
tp3yrdhvimfonxp2do5hobgo4drurrhjlyirbbtmzr3a2xt63erq,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-001
emj2thx6ptzhyucngeu7ymt5s6yehqwlxvqhmfots3xpgevd6ziq,23.064,2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,Usage,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-002
